[rosmaster.main][INFO] 2025-12-04 21:21:28,222: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2025-12-04 21:21:28,222: Starting ROS Master Node
[rosmaster.master][INFO] 2025-12-04 21:21:29,702: +SUB [/clock] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:29,731: +PUB [/rosout] /is_already_there http://127.0.0.1:34361/
[rosmaster.master][INFO] 2025-12-04 21:21:29,737: publisherUpdate[/rosout] -> http://127.0.0.1:46717/ ['http://127.0.0.1:34167/', 'http://127.0.0.1:34439/', 'http://127.0.0.1:35433/', 'http://127.0.0.1:45743/', 'http://127.0.0.1:40039/', 'http://127.0.0.1:43633/', 'http://127.0.0.1:43579/', 'http://127.0.0.1:46497/', 'http://127.0.0.1:39723/', 'http://127.0.0.1:36943/', 'http://127.0.0.1:40773/']
[rosmaster.master][INFO] 2025-12-04 21:21:29,739: publisherUpdate[/rosout] -> http://127.0.0.1:46717/ ['http://127.0.0.1:34167/', 'http://127.0.0.1:34439/', 'http://127.0.0.1:35433/', 'http://127.0.0.1:45743/', 'http://127.0.0.1:40039/', 'http://127.0.0.1:43633/', 'http://127.0.0.1:43579/', 'http://127.0.0.1:46497/', 'http://127.0.0.1:39723/', 'http://127.0.0.1:36943/', 'http://127.0.0.1:40773/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2025-12-04 21:21:29,740: publisherUpdate[/rosout] -> http://127.0.0.1:46717/ ['http://127.0.0.1:34167/', 'http://127.0.0.1:34439/', 'http://127.0.0.1:35433/', 'http://127.0.0.1:45743/', 'http://127.0.0.1:40039/', 'http://127.0.0.1:43633/', 'http://127.0.0.1:43579/', 'http://127.0.0.1:46497/', 'http://127.0.0.1:39723/', 'http://127.0.0.1:36943/', 'http://127.0.0.1:40773/', 'http://127.0.0.1:32955/']
[rosmaster.master][INFO] 2025-12-04 21:21:29,742: +SUB [/clock] /is_already_there http://127.0.0.1:34361/
[rosmaster.master][INFO] 2025-12-04 21:21:29,743: publisherUpdate[/rosout] -> http://127.0.0.1:46717/ ['http://127.0.0.1:34167/', 'http://127.0.0.1:34439/', 'http://127.0.0.1:35433/', 'http://127.0.0.1:45743/', 'http://127.0.0.1:40039/', 'http://127.0.0.1:43633/', 'http://127.0.0.1:43579/', 'http://127.0.0.1:46497/', 'http://127.0.0.1:39723/', 'http://127.0.0.1:36943/', 'http://127.0.0.1:40773/', 'http://127.0.0.1:32955/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2025-12-04 21:21:29,743: publisherUpdate[/rosout] -> http://127.0.0.1:46717/ ['http://127.0.0.1:34167/', 'http://127.0.0.1:34439/', 'http://127.0.0.1:35433/', 'http://127.0.0.1:45743/', 'http://127.0.0.1:40039/', 'http://127.0.0.1:43633/', 'http://127.0.0.1:43579/', 'http://127.0.0.1:46497/', 'http://127.0.0.1:39723/', 'http://127.0.0.1:36943/', 'http://127.0.0.1:40773/', 'http://127.0.0.1:32955/', 'http://127.0.0.1:34361/']
[rosmaster.master][INFO] 2025-12-04 21:21:29,746: +PUB [/hand_controller/follow_joint_trajectory/goal] /hand_grasping_action http://127.0.0.1:40773/
[rosmaster.master][INFO] 2025-12-04 21:21:29,746: publisherUpdate[/rosout] -> http://127.0.0.1:46717/ ['http://127.0.0.1:34167/', 'http://127.0.0.1:34439/', 'http://127.0.0.1:35433/', 'http://127.0.0.1:45743/', 'http://127.0.0.1:40039/', 'http://127.0.0.1:43633/', 'http://127.0.0.1:43579/', 'http://127.0.0.1:46497/', 'http://127.0.0.1:39723/', 'http://127.0.0.1:36943/', 'http://127.0.0.1:40773/', 'http://127.0.0.1:32955/', 'http://127.0.0.1:34361/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2025-12-04 21:21:29,750: +PUB [/hand_controller/follow_joint_trajectory/cancel] /hand_grasping_action http://127.0.0.1:40773/
[rosmaster.master][INFO] 2025-12-04 21:21:29,752: +SERVICE [/is_already_there/get_loggers] /is_already_there http://127.0.0.1:34361/
[rosmaster.master][INFO] 2025-12-04 21:21:29,753: +SERVICE [/is_already_there/set_logger_level] /is_already_there http://127.0.0.1:34361/
[rosmaster.master][INFO] 2025-12-04 21:21:29,755: +SERVICE [/play_motion/is_already_there] /is_already_there http://127.0.0.1:34361/
[rosmaster.master][INFO] 2025-12-04 21:21:29,757: +SUB [/joint_states] /is_already_there http://127.0.0.1:34361/
[rosmaster.master][INFO] 2025-12-04 21:21:29,761: +SUB [/hand_controller/follow_joint_trajectory/status] /hand_grasping_action http://127.0.0.1:40773/
[rosmaster.master][INFO] 2025-12-04 21:21:29,765: +SUB [/hand_controller/follow_joint_trajectory/result] /hand_grasping_action http://127.0.0.1:40773/
[rosmaster.master][INFO] 2025-12-04 21:21:29,769: +SUB [/hand_controller/follow_joint_trajectory/feedback] /hand_grasping_action http://127.0.0.1:40773/
[rosmaster.master][INFO] 2025-12-04 21:21:29,772: +PUB [/hand_grasping_action/status] /hand_grasping_action http://127.0.0.1:40773/
[rosmaster.master][INFO] 2025-12-04 21:21:29,774: +PUB [/hand_grasping_action/result] /hand_grasping_action http://127.0.0.1:40773/
[rosmaster.master][INFO] 2025-12-04 21:21:29,776: +PUB [/hand_grasping_action/feedback] /hand_grasping_action http://127.0.0.1:40773/
[rosmaster.master][INFO] 2025-12-04 21:21:29,779: +SUB [/hand_grasping_action/goal] /hand_grasping_action http://127.0.0.1:40773/
[rosmaster.master][INFO] 2025-12-04 21:21:29,782: +SUB [/hand_grasping_action/cancel] /hand_grasping_action http://127.0.0.1:40773/
[rosmaster.master][INFO] 2025-12-04 21:21:29,795: +SUB [/joint_states] /hand_grasping_action http://127.0.0.1:40773/
[rosmaster.master][INFO] 2025-12-04 21:21:29,892: +PUB [/rosout] /dynamic_footprint_publisher http://127.0.0.1:46597/
[rosmaster.master][INFO] 2025-12-04 21:21:29,898: +SUB [/clock] /dynamic_footprint_publisher http://127.0.0.1:46597/
[rosmaster.master][INFO] 2025-12-04 21:21:29,903: +SERVICE [/dynamic_footprint_publisher/get_loggers] /dynamic_footprint_publisher http://127.0.0.1:46597/
[rosmaster.master][INFO] 2025-12-04 21:21:29,907: +SERVICE [/dynamic_footprint_publisher/set_logger_level] /dynamic_footprint_publisher http://127.0.0.1:46597/
[rosmaster.master][INFO] 2025-12-04 21:21:29,931: +PUB [/tf_stream/goal] /dynamic_footprint_publisher http://127.0.0.1:46597/
[rosmaster.master][INFO] 2025-12-04 21:21:29,935: +PUB [/tf_stream/cancel] /dynamic_footprint_publisher http://127.0.0.1:46597/
[rosmaster.master][INFO] 2025-12-04 21:21:29,939: +SERVICE [/xtion/rgb/image_proc_debayer/set_parameters] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:29,947: publisherUpdate[/rosout] -> http://127.0.0.1:46717/ ['http://127.0.0.1:34167/', 'http://127.0.0.1:34439/', 'http://127.0.0.1:35433/', 'http://127.0.0.1:45743/', 'http://127.0.0.1:40039/', 'http://127.0.0.1:43633/', 'http://127.0.0.1:43579/', 'http://127.0.0.1:46497/', 'http://127.0.0.1:39723/', 'http://127.0.0.1:36943/', 'http://127.0.0.1:40773/', 'http://127.0.0.1:32955/', 'http://127.0.0.1:34361/', 'http://127.0.0.1:46597/']
[rosmaster.master][INFO] 2025-12-04 21:21:29,948: publisherUpdate[/tf_stream/goal] -> http://127.0.0.1:35433/ ['http://127.0.0.1:46597/']
[rosmaster.master][INFO] 2025-12-04 21:21:29,949: +SUB [/tf_stream/status] /dynamic_footprint_publisher http://127.0.0.1:46597/
[rosmaster.master][INFO] 2025-12-04 21:21:29,951: +PUB [/xtion/rgb/image_proc_debayer/parameter_descriptions] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:29,956: publisherUpdate[/rosout] -> http://127.0.0.1:46717/ ['http://127.0.0.1:34167/', 'http://127.0.0.1:34439/', 'http://127.0.0.1:35433/', 'http://127.0.0.1:45743/', 'http://127.0.0.1:40039/', 'http://127.0.0.1:43633/', 'http://127.0.0.1:43579/', 'http://127.0.0.1:46497/', 'http://127.0.0.1:39723/', 'http://127.0.0.1:36943/', 'http://127.0.0.1:40773/', 'http://127.0.0.1:32955/', 'http://127.0.0.1:34361/', 'http://127.0.0.1:46597/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2025-12-04 21:21:29,966: +PUB [/xtion/rgb/image_proc_debayer/parameter_updates] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:29,971: +SUB [/tf_stream/result] /dynamic_footprint_publisher http://127.0.0.1:46597/
[rosmaster.master][INFO] 2025-12-04 21:21:29,974: +PARAM [/xtion/rgb/image_proc_debayer/debayer] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:29,976: +PARAM [/xtion/rgb/image_proc_debayer/debayer] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:29,981: +SUB [/tf_stream/feedback] /dynamic_footprint_publisher http://127.0.0.1:46597/
[rosmaster.master][INFO] 2025-12-04 21:21:29,984: +PUB [/dynamic_footprint_publisher/footprint] /dynamic_footprint_publisher http://127.0.0.1:46597/
[rosmaster.master][INFO] 2025-12-04 21:21:29,987: +PUB [/dynamic_footprint_publisher/footprint_stamped] /dynamic_footprint_publisher http://127.0.0.1:46597/
[rosmaster.master][INFO] 2025-12-04 21:21:29,989: +PUB [/xtion/rgb/image_mono/compressedDepth] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:29,991: +SERVICE [/xtion/rgb/image_mono/compressedDepth/set_parameters] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:29,992: +SERVICE [/dynamic_footprint_publisher/change_params] /dynamic_footprint_publisher http://127.0.0.1:46597/
[rosmaster.master][INFO] 2025-12-04 21:21:29,993: +PUB [/xtion/rgb/image_mono/compressedDepth/parameter_descriptions] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:29,995: +CACHEDPARAM [/rosout_disable_topics_generation] by /dynamic_footprint_publisher
[rosmaster.master][INFO] 2025-12-04 21:21:29,997: +PUB [/xtion/rgb/image_mono/compressedDepth/parameter_updates] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,004: +PARAM [/xtion/rgb/image_mono/compressedDepth/format] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,007: +PARAM [/xtion/rgb/image_mono/compressedDepth/depth_max] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,008: +PARAM [/xtion/rgb/image_mono/compressedDepth/depth_quantization] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,010: +PARAM [/xtion/rgb/image_mono/compressedDepth/png_level] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,013: +PARAM [/xtion/rgb/image_mono/compressedDepth/format] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,015: +PARAM [/xtion/rgb/image_mono/compressedDepth/depth_max] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,019: +PARAM [/xtion/rgb/image_mono/compressedDepth/depth_quantization] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,021: +PARAM [/xtion/rgb/image_mono/compressedDepth/png_level] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,026: +PUB [/xtion/rgb/image_mono/compressed] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,027: +SERVICE [/xtion/rgb/image_mono/compressed/set_parameters] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,028: +PUB [/xtion/rgb/image_mono/compressed/parameter_descriptions] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,030: +PUB [/xtion/rgb/image_mono/compressed/parameter_updates] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,036: +PARAM [/xtion/rgb/image_mono/compressed/format] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,037: +PARAM [/xtion/rgb/image_mono/compressed/jpeg_quality] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,039: +PARAM [/xtion/rgb/image_mono/compressed/jpeg_progressive] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,040: +PARAM [/xtion/rgb/image_mono/compressed/jpeg_optimize] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,042: +PARAM [/xtion/rgb/image_mono/compressed/jpeg_restart_interval] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,044: +PARAM [/xtion/rgb/image_mono/compressed/png_level] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,045: +PARAM [/xtion/rgb/image_mono/compressed/format] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,047: +PARAM [/xtion/rgb/image_mono/compressed/jpeg_quality] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,049: +PARAM [/xtion/rgb/image_mono/compressed/jpeg_progressive] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,051: +PARAM [/xtion/rgb/image_mono/compressed/jpeg_optimize] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,053: +PARAM [/xtion/rgb/image_mono/compressed/jpeg_restart_interval] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,055: +PARAM [/xtion/rgb/image_mono/compressed/png_level] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,059: +PUB [/xtion/rgb/image_mono] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,076: publisherUpdate[/tf_stream/goal] -> http://127.0.0.1:35433/ ['http://127.0.0.1:46597/']: sec=0.13, result=[1, '', 0]
[rosmaster.master][INFO] 2025-12-04 21:21:30,076: publisherUpdate[/tf_stream/cancel] -> http://127.0.0.1:35433/ ['http://127.0.0.1:46597/']
[rosmaster.master][INFO] 2025-12-04 21:21:30,133: +PUB [/xtion/rgb/image_mono/theora] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,136: +SERVICE [/xtion/rgb/image_mono/theora/set_parameters] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,139: +PUB [/rosout] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,142: +PUB [/xtion/rgb/image_mono/theora/parameter_descriptions] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,148: +PUB [/xtion/rgb/image_mono/theora/parameter_updates] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,157: +SUB [/clock] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,161: publisherUpdate[/rosout] -> http://127.0.0.1:46717/ ['http://127.0.0.1:34167/', 'http://127.0.0.1:34439/', 'http://127.0.0.1:35433/', 'http://127.0.0.1:45743/', 'http://127.0.0.1:40039/', 'http://127.0.0.1:43633/', 'http://127.0.0.1:43579/', 'http://127.0.0.1:46497/', 'http://127.0.0.1:39723/', 'http://127.0.0.1:36943/', 'http://127.0.0.1:40773/', 'http://127.0.0.1:32955/', 'http://127.0.0.1:34361/', 'http://127.0.0.1:46597/', 'http://127.0.0.1:33039/']
[rosmaster.master][INFO] 2025-12-04 21:21:30,169: publisherUpdate[/rosout] -> http://127.0.0.1:46717/ ['http://127.0.0.1:34167/', 'http://127.0.0.1:34439/', 'http://127.0.0.1:35433/', 'http://127.0.0.1:45743/', 'http://127.0.0.1:40039/', 'http://127.0.0.1:43633/', 'http://127.0.0.1:43579/', 'http://127.0.0.1:46497/', 'http://127.0.0.1:39723/', 'http://127.0.0.1:36943/', 'http://127.0.0.1:40773/', 'http://127.0.0.1:32955/', 'http://127.0.0.1:34361/', 'http://127.0.0.1:46597/', 'http://127.0.0.1:33039/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2025-12-04 21:21:30,176: +PARAM [/xtion/rgb/image_mono/theora/optimize_for] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,178: +SERVICE [/joystick_relay/get_loggers] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,181: +PARAM [/xtion/rgb/image_mono/theora/target_bitrate] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,181: +SERVICE [/joystick_relay/set_logger_level] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,184: +PARAM [/xtion/rgb/image_mono/theora/quality] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,189: +PARAM [/xtion/rgb/image_mono/theora/keyframe_frequency] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,193: +PARAM [/xtion/rgb/image_mono/theora/optimize_for] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,197: +PARAM [/xtion/rgb/image_mono/theora/target_bitrate] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,200: +PARAM [/xtion/rgb/image_mono/theora/quality] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,203: +PARAM [/xtion/rgb/image_mono/theora/keyframe_frequency] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,211: +PUB [/xtion/rgb/image_color/compressedDepth] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,212: publisherUpdate[/tf_stream/cancel] -> http://127.0.0.1:35433/ ['http://127.0.0.1:46597/']: sec=0.13, result=[1, '', 0]
[rosmaster.master][INFO] 2025-12-04 21:21:30,214: +SERVICE [/xtion/rgb/image_color/compressedDepth/set_parameters] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,216: +PUB [/xtion/rgb/image_color/compressedDepth/parameter_descriptions] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,220: +PUB [/xtion/rgb/image_color/compressedDepth/parameter_updates] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,231: +PUB [/text_marker] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,241: +PARAM [/xtion/rgb/image_color/compressedDepth/format] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,242: +PARAM [/xtion/rgb/image_color/compressedDepth/depth_max] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,242: +PUB [/joy_vel] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,245: +PARAM [/xtion/rgb/image_color/compressedDepth/depth_quantization] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,248: +PARAM [/xtion/rgb/image_color/compressedDepth/png_level] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,250: +PARAM [/xtion/rgb/image_color/compressedDepth/format] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,288: publisherUpdate[/joy_vel] -> http://127.0.0.1:40039/ ['http://127.0.0.1:33039/']
[rosmaster.master][INFO] 2025-12-04 21:21:30,289: +SUB [/input_joy/cmd_vel] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,298: +PARAM [/xtion/rgb/image_color/compressedDepth/depth_max] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,354: +PARAM [/xtion/rgb/image_color/compressedDepth/depth_quantization] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,356: +PUB [/joy_priority] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,358: publisherUpdate[/joy_vel] -> http://127.0.0.1:40039/ ['http://127.0.0.1:33039/']: sec=0.07, result=[1, '', 0]
[rosmaster.master][INFO] 2025-12-04 21:21:30,369: publisherUpdate[/joy_priority] -> http://127.0.0.1:40039/ ['http://127.0.0.1:33039/']
[rosmaster.master][INFO] 2025-12-04 21:21:30,369: +PARAM [/xtion/rgb/image_color/compressedDepth/png_level] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,362: +PUB [/rosout] /tuck_arm http://127.0.0.1:34859/
[rosmaster.master][INFO] 2025-12-04 21:21:30,373: +PUB [/xtion/rgb/image_color/compressed] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,374: +PUB [/joy_priority_action/status] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,375: publisherUpdate[/joy_priority] -> http://127.0.0.1:40039/ ['http://127.0.0.1:33039/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2025-12-04 21:21:30,375: publisherUpdate[/rosout] -> http://127.0.0.1:46717/ ['http://127.0.0.1:34167/', 'http://127.0.0.1:34439/', 'http://127.0.0.1:35433/', 'http://127.0.0.1:45743/', 'http://127.0.0.1:40039/', 'http://127.0.0.1:43633/', 'http://127.0.0.1:43579/', 'http://127.0.0.1:46497/', 'http://127.0.0.1:39723/', 'http://127.0.0.1:36943/', 'http://127.0.0.1:40773/', 'http://127.0.0.1:32955/', 'http://127.0.0.1:34361/', 'http://127.0.0.1:46597/', 'http://127.0.0.1:33039/', 'http://127.0.0.1:34859/']
[rosmaster.master][INFO] 2025-12-04 21:21:30,380: +SUB [/clock] /tuck_arm http://127.0.0.1:34859/
[rosmaster.master][INFO] 2025-12-04 21:21:30,385: +PUB [/joy_priority_action/result] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,385: +SERVICE [/xtion/rgb/image_color/compressed/set_parameters] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,381: publisherUpdate[/rosout] -> http://127.0.0.1:46717/ ['http://127.0.0.1:34167/', 'http://127.0.0.1:34439/', 'http://127.0.0.1:35433/', 'http://127.0.0.1:45743/', 'http://127.0.0.1:40039/', 'http://127.0.0.1:43633/', 'http://127.0.0.1:43579/', 'http://127.0.0.1:46497/', 'http://127.0.0.1:39723/', 'http://127.0.0.1:36943/', 'http://127.0.0.1:40773/', 'http://127.0.0.1:32955/', 'http://127.0.0.1:34361/', 'http://127.0.0.1:46597/', 'http://127.0.0.1:33039/', 'http://127.0.0.1:34859/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2025-12-04 21:21:30,387: +PUB [/xtion/rgb/image_color/compressed/parameter_descriptions] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,388: +PUB [/joy_priority_action/feedback] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,389: +PUB [/xtion/rgb/image_color/compressed/parameter_updates] /xtion/rgb/image_proc http://127.0.0.1:32955/
[rosmaster.master][INFO] 2025-12-04 21:21:30,393: +SERVICE [/tuck_arm/get_loggers] /tuck_arm http://127.0.0.1:34859/
[rosmaster.master][INFO] 2025-12-04 21:21:30,397: +SUB [/joy_priority_action/goal] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,400: +SERVICE [/tuck_arm/set_logger_level] /tuck_arm http://127.0.0.1:34859/
[rosmaster.master][INFO] 2025-12-04 21:21:30,404: +CACHEDPARAM [/rosout_disable_topics_generation] by /tuck_arm
[rosmaster.master][INFO] 2025-12-04 21:21:30,406: +SUB [/joy_priority_action/cancel] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,408: +PARAM [/xtion/rgb/image_color/compressed/format] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,410: +PARAM [/xtion/rgb/image_color/compressed/jpeg_quality] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,412: +PUB [/play_motion/goal] /tuck_arm http://127.0.0.1:34859/
[rosmaster.master][INFO] 2025-12-04 21:21:30,416: +PARAM [/xtion/rgb/image_color/compressed/jpeg_progressive] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,419: +PARAM [/xtion/rgb/image_color/compressed/jpeg_optimize] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,420: +PUB [/joy_turbo_increase/status] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,424: +PUB [/play_motion/cancel] /tuck_arm http://127.0.0.1:34859/
[rosmaster.master][INFO] 2025-12-04 21:21:30,424: +PARAM [/xtion/rgb/image_color/compressed/jpeg_restart_interval] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,429: +PUB [/joy_turbo_increase/result] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,430: +PARAM [/xtion/rgb/image_color/compressed/png_level] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,437: +PARAM [/xtion/rgb/image_color/compressed/format] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,435: +PUB [/joy_turbo_increase/feedback] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,439: +PARAM [/xtion/rgb/image_color/compressed/jpeg_quality] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,441: +PARAM [/xtion/rgb/image_color/compressed/jpeg_progressive] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,442: +SUB [/play_motion/status] /tuck_arm http://127.0.0.1:34859/
[rosmaster.master][INFO] 2025-12-04 21:21:30,443: +PARAM [/xtion/rgb/image_color/compressed/jpeg_optimize] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,448: +PARAM [/xtion/rgb/image_color/compressed/jpeg_restart_interval] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,449: +PARAM [/xtion/rgb/image_color/compressed/png_level] by /xtion/rgb/image_proc
[rosmaster.master][INFO] 2025-12-04 21:21:30,449: +SUB [/joy_turbo_increase/goal] /joystick_relay http://127.0.0.1:33039/
[rosmaster.master][INFO] 2025-12-04 21:21:30,452: +SUB [/play_motion/result] /tuck_arm http://127.0.0.1:34859/
[rosmaster.master][INFO] 2025-12-04 21:21:30,455: +SUB [/joy_turbo_increase/cancel] /joystick_relay http://127.0.0.1:33039/
